date,quarter,hb,admission_type,specialty,specialty_name,episodes,length_of_episode,average_length_of_episode,spells,length_of_spell,average_length_of_spell
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,25,233,9.32,82,698,8.51219512195122
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,25,250,10,60,602,10.0333333333333
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,20,230,11.5,64,784,12.25
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,30,204,6.8,72,622,8.63888888888889
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,25,184,7.36,72,600,8.33333333333333
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,20,267,13.35,41,564,13.7560975609756
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,10,158,15.8,40,892,22.3
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,20,264,13.2,65,773,11.8923076923077
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,20,288,14.4,55,677,12.3090909090909
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,15,135,9,70,765,10.9285714285714
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,22,330,15,60,749,12.4833333333333
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,15,159,10.6,62,696,11.2258064516129
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,15,283,18.8666666666667,51,686,13.4509803921569
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,15,125,8.33333333333333,52,700,13.4615384615385
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,19,210,11.0526315789474,57,790,13.859649122807
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,14,302,21.5714285714286,45,673,14.9555555555556
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,21,369,17.5714285714286,76,838,11.0263157894737
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AM,Palliative Medicine,22,219,9.95454545454546,60,670,11.1666666666667
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,5,NA,17,473,27.8235294117647
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,9,NA,24,694,28.9166666666667
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,15,NA,19,842,44.3157894736842
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,5,40,8,30,1329,44.3
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,0,NA,26,833,32.0384615384615
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,40,NA,26,1210,46.5384615384615
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,16,NA,85,1588,18.6823529411765
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AP,Rehabilitation Medicine,0,46,NA,39,1168,29.948717948718
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,49,4.9,250,2054,8.216
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,72,7.2,225,1748,7.76888888888889
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,50,10,258,1769,6.85658914728682
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,5,1,288,2007,6.96875
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,38,3.8,253,1872,7.39920948616601
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,23,4.6,249,1722,6.91566265060241
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,27,2.7,245,1657,6.76326530612245
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,15,77,5.13333333333333,281,2012,7.16014234875445
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,30,3,260,1904,7.32307692307692
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,35,3.5,271,1753,6.46863468634686
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,66,6.6,284,1896,6.67605633802817
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,65,6.5,301,2076,6.89700996677741
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,15,56,3.73333333333333,307,2202,7.17263843648208
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,23,4.6,283,1911,6.75265017667845
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,15,50,3.33333333333333,311,1998,6.42443729903537
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,15,95,6.33333333333333,334,2224,6.65868263473054
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,42,8.4,241,1532,6.35684647302905
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,49,4.9,209,1486,7.11004784688995
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,5,72,14.4,257,1560,6.07003891050584
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,33,3.3,276,1903,6.89492753623188
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,AQ,Respiratory Medicine,10,47,4.7,257,1725,6.71206225680934
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,740,2166,2.92702702702703,820,3118,3.80243902439024
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,701,1780,2.53922967189729,793,3151,3.9735182849937
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,697,1530,2.19512195121951,767,2841,3.70404172099087
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,666,414,0.621621621621622,731,2841,3.88645690834473
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,763,498,0.652686762778506,829,2972,3.58504221954162
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,748,370,0.494652406417112,845,3287,3.88994082840237
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,672,649,0.96577380952381,767,2913,3.79791395045632
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,702,609,0.867521367521368,800,3064,3.83
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,766,533,0.695822454308094,858,3265,3.80536130536131
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,765,452,0.590849673202614,841,2545,3.02615933412604
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,748,367,0.490641711229947,828,3093,3.73550724637681
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,727,392,0.539202200825309,791,3044,3.84829329962073
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,790,448,0.567088607594937,897,2965,3.30546265328874
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,729,348,0.477366255144033,783,2790,3.5632183908046
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,697,366,0.525107604017217,775,2614,3.37290322580645
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,641,383,0.597503900156006,715,2833,3.96223776223776
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,476,862,1.8109243697479,525,1945,3.7047619047619
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,683,1087,1.59150805270864,746,2860,3.83378016085791
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,679,219,0.322533136966127,738,2732,3.70189701897019
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,546,233,0.426739926739927,626,2478,3.95846645367412
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C1,General Surgery,747,284,0.380187416331995,839,3205,3.82002383790226
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,0,NA,0,0,NA
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,0,NA,0,0,NA
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,0,NA,5,0,0
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,9,NA,0,9,NA
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,5,NA,5,5,1
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,5,NA,5,6,1.2
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,5,1,10,39,3.9
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,16,60,3.75,22,74,3.36363636363636
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,9,1.8,11,63,5.72727272727273
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,5,1,5,5,1
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,0,0,NA,5,19,3.8
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,5,1,14,7,0.5
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,5,1,5,13,2.6
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,10,7,0.7,17,57,3.35294117647059
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,6,1.2,10,34,3.4
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,11,7,0.636363636363636,19,40,2.10526315789474
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,5,12,2.4,10,28,2.8
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,10,33,3.3,13,48,3.69230769230769
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,15,54,3.6,25,93,3.72
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C3,Anaesthetics,15,39,2.6,23,49,2.1304347826087
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",59,110,1.86440677966102,62,123,1.98387096774194
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",37,111,3,38,111,2.92105263157895
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,47,1.88,25,47,1.88
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,45,1.8,30,50,1.66666666666667
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",30,52,1.73333333333333,33,54,1.63636363636364
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",32,39,1.21875,35,46,1.31428571428571
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",36,55,1.52777777777778,40,84,2.1
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",32,57,1.78125,40,77,1.925
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,45,1.8,30,51,1.7
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",27,36,1.33333333333333,35,43,1.22857142857143
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",29,49,1.68965517241379,33,57,1.72727272727273
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",34,47,1.38235294117647,35,82,2.34285714285714
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",33,59,1.78787878787879,35,60,1.71428571428571
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",20,40,2,31,84,2.70967741935484
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,45,1.8,35,91,2.6
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",30,46,1.53333333333333,29,75,2.58620689655172
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",14,19,1.35714285714286,14,20,1.42857142857143
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",15,28,1.86666666666667,20,39,1.95
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,30,1.2,28,45,1.60714285714286
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,53,2.12,28,62,2.21428571428571
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C5,"Ear, Nose & Throat (ENT)",25,45,1.8,26,51,1.96153846153846
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,8,1.6,5,8,1.6
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,0,0,5,0,0
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,10,54,5.4,10,54,5.4
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,10,19,1.9,10,19,1.9
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,10,29,2.9,10,29,2.9
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,10,41,4.1,10,43,4.3
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,57,11.4,5,57,11.4
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,0,0,NA,5,0,0
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,15,3,10,30,3
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,13,2.6,5,16,3.2
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,0,15,NA,5,19,3.8
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,17,3.4,5,25,5
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,10,54,5.4,10,58,5.8
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,17,3.4,5,17,3.4
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,23,4.6,5,23,4.6
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,13,2.6,5,13,2.6
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,0,29,NA,0,29,NA
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,15,3,5,15,3
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,0,9,NA,0,10,NA
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C7,Ophthalmology,5,13,2.6,5,14,2.8
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,341,1759,5.158357771261,364,2110,5.7967032967033
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,333,1845,5.54054054054054,346,2166,6.26011560693642
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,308,1598,5.18831168831169,321,1997,6.22118380062305
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,306,1783,5.82679738562091,323,2221,6.87616099071207
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,376,2100,5.58510638297872,397,2603,6.55667506297229
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,417,1996,4.78657074340528,435,2379,5.46896551724138
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,349,1716,4.91690544412607,371,2220,5.98382749326146
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,309,1703,5.51132686084142,330,2138,6.47878787878788
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,376,1951,5.18882978723404,395,2411,6.10379746835443
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,385,2093,5.43636363636364,397,2476,6.2367758186398
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,341,2012,5.90029325513196,366,2440,6.66666666666667
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,284,1700,5.98591549295775,299,2476,8.2809364548495
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,390,1958,5.02051282051282,405,2623,6.47654320987654
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,363,1856,5.1129476584022,381,2443,6.41207349081365
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,358,2451,6.8463687150838,388,3185,8.20876288659794
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,309,1933,6.25566343042071,328,2413,7.35670731707317
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,252,1583,6.28174603174603,260,1794,6.9
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,316,1811,5.73101265822785,337,2238,6.64094955489614
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,315,1995,6.33333333333333,338,2396,7.0887573964497
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,322,1826,5.67080745341615,323,1978,6.12383900928793
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,C8,Trauma and Orthopaedic Surgery,379,1921,5.06860158311346,398,2445,6.14321608040201
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,10,17,1.7,34,91,2.67647058823529
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,CB,Urology,15,16,1.06666666666667,35,70,2
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,5,1,42,211,5.02380952380952
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,CB,Urology,10,28,2.8,58,239,4.12068965517241
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,21,4.2,55,273,4.96363636363636
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,0,0,50,166,3.32
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,10,NA,35,101,2.88571428571429
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,32,92,2.875
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,5,NA,50,182,3.64
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,35,111,3.17142857142857
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,46,133,2.89130434782609
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,50,322,6.44
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,60,198,3.3
2019-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,0,0,60,229,3.81666666666667
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,19,3.8,53,252,4.75471698113208
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,5,1,29,122,4.20689655172414
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,CB,Urology,0,0,NA,35,137,3.91428571428571
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,5,1,30,121,4.03333333333333
2021-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,0,0,25,153,6.12
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,CB,Urology,5,0,0,32,95,2.96875
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,H2,Clinical Oncology,0,0,NA,0,0,NA
2016-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,26,5.2,32,352,11
2016-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,15,65,4.33333333333333,28,120,4.28571428571429
2016-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,27,5.4,27,194,7.18518518518519
2017-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,36,7.2,20,186,9.3
2017-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,37,7.4,25,213,8.52
2017-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,28,5.6,22,126,5.72727272727273
2017-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,24,4.8,28,178,6.35714285714286
2018-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,10,2,36,176,4.88888888888889
2018-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,10,8,0.8,44,239,5.43181818181818
2018-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,14,2.8,48,294,6.125
2018-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,33,6.6,42,272,6.47619047619048
2019-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,24,4.8,44,251,5.70454545454545
2019-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,0,0,NA,55,308,5.6
2019-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,21,4.2,41,197,4.80487804878049
2020-01-01,Q1,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,6,1.2,38,200,5.26315789473684
2020-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,0,0,35,185,5.28571428571429
2020-07-01,Q3,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,0,60,NA,33,277,8.3939393939394
2020-10-01,Q4,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,5,1,42,301,7.16666666666667
2021-04-01,Q2,Dumfries & Galloway,Emergency Inpatients,J4,Haematology,5,5,1,34,173,5.08823529411765
2016-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,4100,3476,0.84780487804878,4144,7852,1.89478764478764
2016-07-01,Q3,Fife,Emergency Inpatients,A1,General Medicine,4249,3379,0.795245940221229,4294,7337,1.70866325104797
2016-10-01,Q4,Fife,Emergency Inpatients,A1,General Medicine,4371,3802,0.869823838938458,4372,7674,1.75526075022873
2017-01-01,Q1,Fife,Emergency Inpatients,A1,General Medicine,4354,4049,0.929949471750115,4388,8309,1.89357338195077
2017-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,4326,3570,0.825242718446602,4376,7749,1.77079524680073
2017-07-01,Q3,Fife,Emergency Inpatients,A1,General Medicine,4516,3408,0.754650132860939,4558,6939,1.52237823606845
2017-10-01,Q4,Fife,Emergency Inpatients,A1,General Medicine,4570,3606,0.789059080962801,4593,7792,1.69649466579578
2018-01-01,Q1,Fife,Emergency Inpatients,A1,General Medicine,4765,3490,0.732423924449108,4826,7998,1.65727310401989
2018-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,4751,3047,0.641338665544096,4784,6919,1.44627926421405
2018-07-01,Q3,Fife,Emergency Inpatients,A1,General Medicine,4515,3080,0.682170542635659,4534,6391,1.4095721217468
2018-10-01,Q4,Fife,Emergency Inpatients,A1,General Medicine,4759,3712,0.779995797436436,4779,7546,1.57899142079933
2019-01-01,Q1,Fife,Emergency Inpatients,A1,General Medicine,4999,3722,0.744548909781956,5026,7813,1.55451651412654
2019-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,4998,3575,0.715286114445778,5022,7314,1.45639187574671
2019-07-01,Q3,Fife,Emergency Inpatients,A1,General Medicine,4866,3608,0.741471434443074,4872,7069,1.45094417077176
2019-10-01,Q4,Fife,Emergency Inpatients,A1,General Medicine,4892,3972,0.811937857726901,4915,8118,1.65167853509664
2020-01-01,Q1,Fife,Emergency Inpatients,A1,General Medicine,4420,3589,0.811990950226244,4462,7191,1.61160914388167
2020-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,3274,2135,0.652107513744655,3311,5963,1.80096647538508
2020-07-01,Q3,Fife,Emergency Inpatients,A1,General Medicine,3975,2786,0.700880503144654,4020,6849,1.70373134328358
2020-10-01,Q4,Fife,Emergency Inpatients,A1,General Medicine,4016,3539,0.881225099601594,4054,7711,1.90207202762704
2021-01-01,Q1,Fife,Emergency Inpatients,A1,General Medicine,3920,3317,0.846173469387755,3965,8200,2.06809583858764
2021-04-01,Q2,Fife,Emergency Inpatients,A1,General Medicine,4240,3305,0.779481132075472,4297,7740,1.80125669071445
2016-04-01,Q2,Fife,Emergency Inpatients,A2,Cardiology,401,417,1.03990024937656,775,2597,3.35096774193548
2016-07-01,Q3,Fife,Emergency Inpatients,A2,Cardiology,347,450,1.29682997118156,814,3020,3.71007371007371
2016-10-01,Q4,Fife,Emergency Inpatients,A2,Cardiology,339,437,1.28908554572271,740,3244,4.38378378378378
2017-01-01,Q1,Fife,Emergency Inpatients,A2,Cardiology,326,429,1.3159509202454,723,3304,4.56984785615491
2017-04-01,Q2,Fife,Emergency Inpatients,A2,Cardiology,342,526,1.53801169590643,753,3319,4.40770252324037
